Year_Month,Mean_Sea_Level,North_Extent,South_Extent,Moving_Average_North,Moving_Average_South
1978-10-01,,10.402666666666667,17.699,10.5614827662129,11.888204433718242
1978-11-01,,11.645133333333332,15.8964,10.535096079704964,11.995753005146812
1978-12-01,,13.6670625,10.39525,10.52412482634475,12.045371217512404
1979-01-01,,15.414,5.4022,10.531777881900304,12.025402050845736
1979-02-01,,16.175285714285714,3.1410714285714287,10.556682682207525,11.960529796621467
1979-03-01,,16.3419375,3.9993125,10.598529939151968,11.877961845232578
1979-04-01,,15.4468,7.485533333333334,10.656707842377775,11.804830268171646
1979-05-01,,13.856866666666667,10.826666666666666,10.721050548470965,11.744237436630426
1979-06-01,,12.53,14.187000000000001,10.781620270693187,11.70445854774154
1979-07-01,,10.31125,16.516875,10.80987799918781,11.689613957687776
1979-08-01,,8.041066666666667,17.698266666666665,10.795455776965587,11.705034235465552
1979-09-01,,7.0511333333333335,18.195533333333334,10.752549630012185,11.76717577668419
1979-10-01,,8.747937499999999,17.8205,10.710956904877776,11.874362470232576
1979-11-01,,10.943066666666668,15.337066666666665,10.68063722233809,11.9762921924548
1979-12-01,,13.336266666666667,9.235800000000001,10.66563353058182,12.0212010096591
1980-01-01,,14.861875,4.562,10.667326377804041,12.003255731881323
1980-02-01,,15.955142857142857,2.818357142857143,10.693068428495286,11.938081557534165
1980-03-01,,16.0413125,3.294875,10.738536865995286,11.845453849200831
1980-04-01,,15.429066666666667,5.405,10.799823443056217,11.749484494362122
1980-05-01,,13.7926,8.856666666666666,10.86580424950783,11.668231178949934
1980-06-01,,12.2046,12.490266666666665,10.926967027285608,11.61566173450549
1980-07-01,,10.1000625,15.5644375,10.952935021237222,11.58996269216678
1980-08-01,,7.984266666666667,17.805600000000002,10.939354187903888,11.598718525500116
1980-09-01,,7.667066666666667,18.81726666666667,10.904656087545465,11.66160273696965
1980-10-01,,9.18275,18.567875,10.868979273029336,11.778737447991155
1980-11-01,,11.382866666666667,16.133133333333333,10.844144530965846,11.892187963864169
1980-12-01,,13.592933333333333,10.155866666666666,10.836198007668353,11.948754863505746
1981-01-01,,14.9096875,4.411875,10.842880403501686,11.934715488505748
1981-02-01,,15.604071428571428,2.8735,10.867241213793545,11.874555139043382
1981-03-01,,15.631533333333334,3.3915333333333337,10.9079317693491,11.791707083487827
1981-04-01,,15.009933333333333,5.838466666666666,10.96864465465376,11.709089735817575
